user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,op_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len,is_blitz
omarchess20082011,62.0,38.0,0.0,100.0,1417.0,1400-1419,ferhanarslan,-1,100.0,0.0,0.0,6.0,1529.0,102.57,271.0,1484.0,1453.0,1448.0,63.32,6803.0,1916.0,1900.0,1900.0,59.677,35.484,4.839,62.0,50.794,47.619,1.587,63.0,C47,B01,B43,B30,0.42,0.449,0.1009999999999999,0.288,0.5,0.192,231.0,42.373,55.932,1.695,59.0,54.545,43.939,1.515,66.0,C40,A00,C01,C44,0.279,0.41,0.279,0.516,0.419,0.065,240.0,0
MirodarMirodarov,50.0,50.0,0.0,6.0,1359.0,1340-1359,Timur111111,0,40.0,60.0,0.0,15.0,1516.0,81.36,1492.0,1715.0,1530.0,1527.0,48.93,2694.0,1692.0,1662.0,1650.0,42.424,54.545,3.03,66.0,52.542,42.373000000000005,5.085,59.0,A40,B01,B20,A45,0.288,0.492,0.186,0.361,0.4429999999999999,0.18,547.0,54.545,43.939,1.515,66.0,50.847,45.763,3.39,59.0,C00,A00,D02,B40,0.333,0.409,0.227,0.393,0.375,0.214,242.0,0
joelbt,12.0,85.0,3.0,100.0,766.0,760-779,Leopak,-1,11.0,81.0,8.0,100.0,1162.0,117.47,18.0,0.0,0.0,0.0,66.72,53.0,1835.0,1320.0,1297.0,25.0,58.333,16.667,12.0,16.667,83.333,0.0,6.0,D00,C20,A48,A40,0.0,0.5,0.25,0.5,0.417,0.0,305.0,9.091,86.364,4.545,22.0,31.25,62.5,6.25,32.0,A40,A00,A02,A00,0.167,0.167,0.667,0.128,0.821,0.026,188.0,0
GrossDimetrius,44.0,48.0,8.0,100.0,1742.0,1740-1759,Harkamalchess123,-1,49.0,45.0,6.0,100.0,1696.0,45.18,3164.0,2125.0,1960.0,1953.0,45.22,6913.0,2133.0,2127.0,2068.0,39.683,50.794,9.524,63.0,40.323,58.065,1.6130000000000002,62.0,B06,B01,D05,A04,0.24,0.52,0.22,0.191,0.6759999999999999,0.044,189.0,48.387,48.387,3.226,62.0,44.444,49.206,6.349,63.0,B32,B20,C42,B21,0.259,0.552,0.172,0.262,0.443,0.098,224.0,1
amirnour,34.0,61.0,5.0,100.0,1100.0,1080-1099,Mister-Twister88,0,47.0,48.0,5.0,100.0,1102.0,45.03,3128.0,1330.0,1309.0,1305.0,45.52,2252.0,1603.0,1452.0,1196.0,53.226000000000006,37.097,9.677,62.0,49.206,44.444,6.349,63.0,A00,B01,B10,A10,0.281,0.609,0.062,0.294,0.569,0.1369999999999999,499.0,48.438,50.0,1.562,64.0,50.82,44.262,4.918,61.0,A10,B30,E70,D20,0.355,0.387,0.21,0.373,0.322,0.305,503.0,1
andidebest,54.0,41.0,5.0,100.0,2056.0,2040-2059,misha_urtov,-1,47.0,48.0,5.0,100.0,2031.0,45.07,11904.0,2296.0,2286.0,2278.0,45.05,18412.0,2385.0,2367.0,2363.0,52.381,44.444,3.175,63.0,46.774,50.0,3.2260000000000004,62.0,B02,A10,A18,D38,0.145,0.516,0.3229999999999999,0.068,0.915,0.0,382.0,50.82,39.344,9.836,61.0,51.562,43.75,4.688,64.0,B02,D00,A50,A35,0.234,0.578,0.156,0.231,0.481,0.288,436.0,1
tutkuuuozkan,44.0,54.0,2.0,100.0,1621.0,1620-1639,yaserkasem,1,53.0,43.0,4.0,100.0,1650.0,100.79,594.0,1978.0,1910.0,1884.0,45.05,3645.0,2315.0,2221.0,2207.0,43.75,56.25,0.0,64.0,34.426,62.295,3.279,61.0,A06,A04,D04,D03,0.306,0.367,0.327,0.473,0.405,0.054,222.0,53.968,42.857,3.175,63.0,45.161,50.0,4.839,62.0,C41,C44,A21,A03,0.468,0.371,0.129,0.052,0.121,0.828,262.0,1
lumind,51.0,47.0,2.0,100.0,1214.0,1200-1219,Asajj,-1,50.0,50.0,0.0,6.0,1257.0,57.51,540.0,1777.0,1573.0,1558.0,56.93,212.0,1379.0,1349.0,1346.0,54.545,43.93899999999999,1.515,66.0,54.237,44.068000000000005,1.695,59.0,B20,B50,B45,B23,0.471,0.3379999999999999,0.162,0.218,0.4,0.327,259.0,50.769,41.538,7.692,65.0,45.0,43.333,11.667,60.0,D00,A40,D10,C00,0.233,0.583,0.183,0.245,0.566,0.17,450.0,1
Abhilash_Kokkirala,46.0,46.0,8.0,100.0,1610.0,1600-1619,AshiOF,-1,66.0,33.0,0.0,9.0,1546.0,56.08,6025.0,1804.0,1786.0,1783.0,48.38,88.0,1637.0,1636.0,1595.0,50.0,42.188,7.812,64.0,49.18,44.262,6.557,61.0,A40,C44,C20,B95,0.065,0.677,0.226,0.278,0.667,0.037,361.0,70.833,25.0,4.167,48.0,55.0,35.0,10.0,40.0,B00,B22,C44,C65,0.375,0.518,0.089,0.308,0.308,0.385,354.0,0
FJCRUISER,75.0,25.0,0.0,12.0,1493.0,1480-1499,jorgemiromiro,1,,,,,1150.0,58.94,12978.0,1790.0,1740.0,1732.0,230.91,39.0,0.0,0.0,0.0,62.903,35.484,1.6130000000000002,62.0,42.857,50.794,6.349,63.0,C50,B00,A09,A05,0.242,0.53,0.212,0.074,0.907,0.019,480.0,52.381,47.619,0.0,21.0,33.333,66.667,0.0,18.0,D00,A45,B01,A45,0.647,0.353,0.0,0.227,0.727,0.045,465.0,0
Skejota,38.0,57.0,4.0,100.0,1770.0,1760-1779,bahtyyy,-1,,,,,1298.0,53.31,152.0,2202.0,2115.0,1984.0,201.24,118.0,1587.0,1506.0,1496.0,46.875,50.0,3.125,64.0,40.984,54.098,4.918,61.0,C00,C02,B50,B00,0.127,0.527,0.273,0.4,0.5379999999999999,0.046,343.0,51.786,46.429,1.786,56.0,35.484,62.903,1.613,62.0,B00,A00,A35,C25,0.49,0.255,0.255,0.308,0.369,0.323,389.0,0
Nawfal-Iraq,48.0,49.0,3.0,100.0,1472.0,1460-1479,demulka,1,46.0,50.0,4.0,100.0,1452.0,53.69,4287.0,2030.0,1903.0,1852.0,48.43,1293.0,1641.0,1554.0,1546.0,49.18,47.541,3.279,61.0,46.875,51.562,1.5619999999999998,64.0,D00,A40,A80,A15,0.1169999999999999,0.583,0.217,0.048,0.29,0.645,574.0,43.333,46.667,10.0,60.0,50.769,47.692,1.538,65.0,C50,C44,B00,B30,0.186,0.644,0.169,0.22,0.559,0.203,597.0,1
Juster,50.0,47.0,3.0,100.0,1353.0,1340-1359,Kira137,1,46.0,46.0,8.0,100.0,1335.0,45.05,8367.0,1713.0,1700.0,1699.0,45.04,6034.0,1483.0,1474.0,1471.0,49.206,46.032,4.762,63.0,56.452,43.548,0.0,62.0,C23,B01,B10,C36,0.258,0.47,0.242,0.357,0.625,0.018,312.0,45.763,42.373,11.864,59.0,42.424,51.515,6.061,66.0,C40,C23,B01,B20,0.164,0.527,0.309,0.746,0.186,0.068,368.0,1
snowman03033,50.0,46.0,4.0,100.0,1385.0,1380-1399,Ralphski90,-1,52.0,43.0,5.0,100.0,1411.0,45.19,1358.0,1487.0,1487.0,1476.0,45.15,8922.0,1529.0,1527.0,1520.0,46.875,51.562,1.5619999999999998,64.0,50.82,42.623000000000005,6.557,61.0,B30,C44,A40,C41,0.1969999999999999,0.541,0.246,0.4579999999999999,0.525,0.0,337.0,51.613,43.548,4.839,62.0,49.206,49.206,1.587,63.0,C50,C44,B51,A20,0.333,0.365,0.286,0.172,0.81,0.0,317.0,1
metamask2020,49.0,50.0,1.0,100.0,1460.0,1440-1459,cigerooo,1,52.0,47.0,1.0,100.0,1478.0,55.09,781.0,1603.0,1575.0,1553.0,45.05,4116.0,1904.0,1869.0,1860.0,51.786,48.214,0.0,56.0,46.377,50.725,2.899,69.0,C42,A40,A46,C55,0.41,0.3929999999999999,0.1639999999999999,0.21,0.6940000000000001,0.081,196.0,53.226,46.774,0.0,62.0,46.032,52.381,1.587,63.0,C23,D00,C44,C48,0.323,0.29,0.371,0.226,0.452,0.258,259.0,1
pprroo_228,47.0,46.0,7.0,100.0,1018.0,1000-1019,queeniehatdogs,1,56.0,36.0,7.0,100.0,1166.0,45.25,1193.0,1282.0,1267.0,1262.0,45.27,229.0,1321.0,1302.0,1298.0,64.615,32.308,3.077,65.0,45.0,51.667,3.333,60.0,A21,A10,A16,A40,0.478,0.217,0.203,0.519,0.346,0.115,219.0,65.574,29.508,4.918,61.0,60.938,34.375,4.688,64.0,C47,C25,C65,A00,0.405,0.241,0.253,0.675,0.025,0.1,241.0,1
chatu14,35.0,57.0,7.0,100.0,1220.0,1200-1219,Andrexusaokc,-1,36.0,63.0,1.0,100.0,1289.0,48.1,491.0,1727.0,1662.0,1613.0,45.5,1211.0,1989.0,1915.0,1914.0,32.759,56.897,10.345,58.0,35.821,59.701,4.478,67.0,C50,C47,C25,B50,0.326,0.442,0.233,0.562,0.384,0.0139999999999999,236.0,33.333,66.667,0.0,60.0,33.846,63.077,3.077,65.0,B00,nonStandard,A20,A16,0.524,0.19,0.214,0.247,0.383,0.222,294.0,1
hassan009,45.0,52.0,3.0,100.0,1509.0,1500-1519,bhishma_padhayay,1,27.0,66.0,5.0,54.0,1484.0,47.82,1585.0,1641.0,1641.0,1638.0,47.5,73.0,1663.0,1637.0,1633.0,53.226000000000006,40.323,6.452000000000001,62.0,34.921,63.492,1.587,63.0,B06,C44,C62,B02,0.255,0.473,0.236,0.231,0.6,0.154,234.0,45.238,52.381,2.381,42.0,42.105,57.895,0.0,38.0,B01,C50,C41,C20,0.286,0.457,0.229,0.5,0.409,0.068,315.0,1
kpt_n3m0,39.0,57.0,3.0,100.0,1511.0,1500-1519,HarriBelli,-1,44.0,50.0,6.0,100.0,1508.0,45.16,3647.0,2012.0,1832.0,1824.0,45.08,8740.0,1880.0,1846.0,1836.0,40.625,56.25,3.125,64.0,36.066,60.656000000000006,3.279,61.0,C50,C54,B27,C24,0.25,0.604,0.125,0.123,0.8079999999999999,0.068,490.0,46.032,50.794,3.175,63.0,45.161,48.387,6.452,62.0,C00,C01,B30,D35,0.158,0.509,0.263,0.177,0.726,0.097,562.0,1
cr7_ronaldo11,100.0,0.0,0.0,2.0,2025.0,2020-2039,amr_tarb,-1,0.0,100.0,0.0,3.0,1500.0,,,,,,,,,,,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,A80,E10,A80,E10,0.5,0.5,0.0,0.0,0.0,0.0,288.0,0.0,100.0,0.0,2.0,0.0,100.0,0.0,2.0,C46,B20,C46,B20,0.0,0.0,0.0,0.5,0.5,0.0,271.0,0
DoctorBayma,41.0,59.0,0.0,100.0,1386.0,1380-1399,Tula-71,-1,,,,,1824.0,,,,,,,,,,,56.452,41.935,1.6130000000000002,62.0,44.444,55.556,0.0,63.0,D02,A04,C42,A05,0.349,0.5710000000000001,0.079,0.1969999999999999,0.541,0.246,345.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,C44,,C44,,0.0,1.0,0.0,0.0,0.0,0.0,207.0,0
equinox1703,41.0,59.0,0.0,100.0,1787.0,1780-1799,ramaputra01,-1,37.0,56.0,7.0,100.0,1809.0,114.59,2447.0,2021.0,1986.0,1981.0,63.3,6072.0,2462.0,2421.0,2416.0,32.258,67.742,0.0,62.0,53.968,41.27,4.762,63.0,B30,C50,D50,C11,0.407,0.4629999999999999,0.093,0.441,0.426,0.132,256.0,54.839,38.71,6.452,62.0,36.508,58.73,4.762,63.0,B50,A45,D52,B40,0.263,0.351,0.386,0.213,0.246,0.377,276.0,1
Tsedenbaljir,40.0,56.0,3.0,100.0,1597.0,1580-1599,Gooyo,-1,50.0,50.0,0.0,6.0,2017.0,54.28,942.0,2204.0,2191.0,2175.0,45.84,23865.0,2620.0,2591.0,2582.0,39.683,60.317,0.0,63.0,38.71,56.452,4.839,62.0,C20,C22,C47,B07,0.429,0.163,0.347,0.74,0.1639999999999999,0.096,229.0,49.18,39.344,11.475,61.0,68.75,28.125,3.125,64.0,C50,C00,C47,C40,0.338,0.311,0.338,0.262,0.619,0.119,225.0,1
danieldeyro,53.0,41.0,6.0,100.0,1618.0,1600-1619,WhiteBirch,-1,35.0,57.0,7.0,42.0,1457.0,91.51,149.0,1806.0,1663.0,1647.0,67.13,699.0,1924.0,1891.0,1884.0,49.18,40.984,9.836,61.0,50.0,46.875,3.125,64.0,B40,B20,C00,A04,0.371,0.4029999999999999,0.226,0.364,0.309,0.309,387.0,43.75,53.125,3.125,64.0,34.426,62.295,3.279,61.0,B01,B00,C41,A02,0.265,0.531,0.204,0.278,0.542,0.139,488.0,0
KirOkorochkov,49.0,47.0,4.0,100.0,1683.0,1680-1699,knightdale,-1,51.0,41.0,8.0,100.0,1776.0,45.27,14102.0,1916.0,1915.0,1907.0,45.05,9884.0,1943.0,1926.0,1922.0,46.875,48.438,4.688,64.0,49.18,45.902,4.918,61.0,D00,A40,D11,A01,0.183,0.5,0.25,0.186,0.78,0.034,351.0,45.312,53.125,1.562,64.0,52.459,36.066,11.475,61.0,A40,B40,D06,B23,0.082,0.525,0.344,0.232,0.589,0.179,429.0,1
bobbytassello,0.0,100.0,0.0,3.0,1430.0,1420-1439,Vasia-2002,1,50.0,43.0,6.0,48.0,1564.0,108.39,7082.0,1914.0,1893.0,1784.0,62.42,489.0,1889.0,1843.0,1813.0,48.387,46.774,4.839,62.0,41.27,53.968,4.762,63.0,A06,A04,D03,A41,0.268,0.536,0.143,0.397,0.476,0.127,599.0,49.153,49.153,1.695,59.0,43.939,53.03,3.03,66.0,B00,A40,A22,C02,0.224,0.483,0.241,0.25,0.578,0.172,311.0,0
Redpatsallen2,31.0,61.0,8.0,100.0,1536.0,1520-1539,AshishABhagwat,1,,,,,1681.0,51.35,535.0,2284.0,2036.0,1986.0,314.08,1.0,0.0,0.0,0.0,30.303,60.606,9.091,66.0,27.119,67.797,5.085,59.0,A04,B00,A08,A01,0.1669999999999999,0.361,0.444,0.212,0.625,0.15,391.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,B21,,B21,,1.0,0.0,0.0,0.0,0.0,0.0,573.0,0
vojtoslav14,40.0,57.0,2.0,100.0,1160.0,1140-1159,Theking64739,-1,,,,,1355.0,46.37,2217.0,1465.0,1446.0,1437.0,105.51,1431.0,1665.0,1658.0,1618.0,29.508000000000003,60.656000000000006,9.836,61.0,43.75,53.125,3.125,64.0,B10,B12,C61,C64,0.326,0.457,0.174,0.3939999999999999,0.563,0.042,333.0,39.344,54.098,6.557,61.0,53.125,45.312,1.562,64.0,B10,B12,B30,B18,0.276,0.621,0.103,0.113,0.613,0.194,332.0,0
Cimok,47.0,48.0,5.0,100.0,1693.0,1680-1699,Natsbank,-1,45.0,51.0,4.0,100.0,1703.0,45.02,4674.0,1998.0,1969.0,1942.0,45.02,2454.0,2226.0,2083.0,2035.0,55.556,41.27,3.175,63.0,53.226000000000006,46.774,0.0,62.0,C50,B01,A00,A22,0.324,0.5589999999999999,0.118,0.055,0.418,0.509,408.0,50.82,44.262,4.918,61.0,50.0,45.312,4.688,64.0,B00,C46,A40,C34,0.254,0.508,0.206,0.286,0.589,0.107,409.0,1
lilacurry,43.0,54.0,3.0,100.0,1157.0,1140-1159,Mohamed9_9,1,46.0,50.0,4.0,100.0,1102.0,45.09,1700.0,1685.0,1673.0,1648.0,45.09,570.0,1218.0,1212.0,1198.0,55.556,39.683,4.762,63.0,48.387,50.0,1.6130000000000002,62.0,C44,C50,C24,C40,0.3229999999999999,0.585,0.077,0.25,0.607,0.0,438.0,43.75,53.125,3.125,64.0,50.82,44.262,4.918,61.0,C23,C50,C55,A10,0.22,0.61,0.153,0.164,0.525,0.164,542.0,1
NickDobo,40.0,56.0,3.0,100.0,1369.0,1360-1379,trebor66,1,49.0,47.0,4.0,100.0,1461.0,45.07,19235.0,1791.0,1760.0,1760.0,45.02,5075.0,1952.0,1936.0,1933.0,45.161,53.226000000000006,1.6130000000000002,62.0,52.381,42.857,4.762,63.0,B06,B20,B09,B07,0.1969999999999999,0.623,0.148,0.133,0.8,0.033,432.0,53.968,44.444,1.587,63.0,45.161,48.387,6.452,62.0,C50,C44,C21,C31,0.129,0.645,0.21,0.086,0.638,0.276,614.0,1
eldit_s,90.0,6.0,3.0,93.0,2514.0,2500-2519,Fislika1,-1,73.0,20.0,6.0,90.0,2301.0,45.01,7001.0,2687.0,2677.0,2668.0,45.45,3633.0,2582.0,2570.0,2564.0,84.12700000000001,15.873,0.0,63.0,74.194,24.194000000000003,1.6130000000000002,62.0,C00,A40,D37,D52,0.192,0.495,0.293,0.52,0.04,0.4,284.0,57.143,39.683,3.175,63.0,61.29,33.871,4.839,62.0,D02,B01,C20,A04,0.216,0.432,0.324,0.283,0.348,0.304,297.0,1
jojocadalin66,40.0,60.0,0.0,15.0,1834.0,1820-1839,ibnu63,-1,,,,,1804.0,90.41,118.0,2070.0,2050.0,2029.0,54.87,18831.0,2078.0,2074.0,2064.0,52.542,47.458,0.0,59.0,44.068000000000005,52.542,3.39,59.0,B50,C50,C02,C54,0.158,0.667,0.175,0.051,0.542,0.356,359.0,39.683,53.968,6.349,63.0,51.613,43.548,4.839,62.0,B40,D02,A56,B45,0.228,0.596,0.158,0.131,0.557,0.246,405.0,0
Pere08,46.0,53.0,0.0,32.0,1117.0,1100-1119,VincentVanGog,1,45.0,51.0,4.0,100.0,992.0,59.92,50.0,1388.0,1200.0,1159.0,45.21,1221.0,1218.0,1213.0,1212.0,42.308,57.692,0.0,26.0,56.0,44.0,0.0,25.0,B00,A45,C47,C60,0.32,0.36,0.24,0.231,0.731,0.038,333.0,45.0,50.0,5.0,60.0,43.077,55.385,1.538,65.0,C22,C47,A22,C56,0.218,0.564,0.2,0.273,0.394,0.303,346.0,1
parapeta,0.0,100.0,0.0,3.0,1277.0,1260-1279,ellsworthng,-1,,,,,1213.0,106.03,61.0,1460.0,1405.0,1398.0,157.09,86.0,1314.0,1281.0,1256.0,44.118,52.941,2.9410000000000003,34.0,51.852,48.148,0.0,27.0,B01,C50,D00,C41,0.241,0.517,0.172,0.387,0.516,0.0969999999999999,382.0,46.939,51.02,2.041,49.0,54.054,45.946,0.0,37.0,B30,B20,C60,B40,0.442,0.419,0.023,0.167,0.69,0.119,317.0,0
Kammadaj,43.0,53.0,4.0,100.0,1118.0,1100-1119,sefasumer,1,49.0,48.0,3.0,100.0,1215.0,45.03,1023.0,1359.0,1345.0,1338.0,45.06,1640.0,1315.0,1298.0,1280.0,44.444,52.381,3.175,63.0,41.935,51.613,6.452000000000001,62.0,B10,B00,A80,D05,0.4629999999999999,0.352,0.111,0.154,0.2769999999999999,0.569,295.0,49.206,50.794,0.0,63.0,51.613,45.161,3.226,62.0,C50,C00,C53,C72,0.508,0.365,0.111,0.517,0.483,0.0,297.0,1
ssolmyr,48.0,48.0,4.0,100.0,1921.0,1920-1939,Spurs11,1,46.0,48.0,6.0,100.0,1808.0,45.05,796.0,2236.0,2210.0,2179.0,45.03,9968.0,2403.0,2370.0,2336.0,56.452,38.71,4.839,62.0,39.683,53.968,6.349,63.0,C46,B40,B00,B12,0.183,0.767,0.017,0.034,0.345,0.621,400.0,56.452,41.935,1.613,62.0,52.381,39.683,7.937,63.0,A40,C46,C47,A06,0.456,0.353,0.191,0.314,0.569,0.098,332.0,1
jerzyzwiezyxd,56.0,41.0,2.0,100.0,1753.0,1740-1759,AmenRa-II,1,,,,,1920.0,56.51,107.0,1906.0,1899.0,1829.0,166.35,9.0,1875.0,1858.0,1792.0,53.846,38.462,7.692,52.0,43.636,54.545,1.818,55.0,B01,C25,C02,D35,0.25,0.423,0.327,0.64,0.32,0.04,241.0,75.0,25.0,0.0,4.0,60.0,20.0,20.0,5.0,A16,A45,A45,B01,0.167,0.667,0.167,0.0,0.5,0.5,373.0,0
jorgechacon1026,41.0,56.0,3.0,100.0,1177.0,1160-1179,Ronaldo_matador,1,46.0,49.0,5.0,100.0,1183.0,45.69,225.0,1470.0,1396.0,1386.0,45.31,394.0,1876.0,1376.0,1331.0,45.902,49.18,4.918,61.0,46.875,53.125,0.0,64.0,C20,A40,D20,C61,0.276,0.379,0.3279999999999999,0.562,0.156,0.266,279.0,51.562,43.75,4.688,64.0,36.066,55.738,8.197,61.0,C23,C40,C00,C23,0.418,0.382,0.164,0.194,0.339,0.323,232.0,1
Realvishal,55.0,45.0,0.0,100.0,1210.0,1200-1219,MSDmjxk,1,38.0,62.0,0.0,100.0,1508.0,220.16,2021.0,0.0,0.0,0.0,126.16,1567.0,1894.0,1893.0,1892.0,66.667,33.333,0.0,60.0,47.692,52.308,0.0,65.0,D00,C50,C21,B01,0.268,0.324,0.3939999999999999,0.278,0.537,0.185,293.0,27.586,68.966,3.448,58.0,35.821,64.179,0.0,67.0,C40,C30,A06,B06,0.5,0.3,0.15,0.048,0.723,0.217,266.0,1
Djigitali1984,49.0,50.0,1.0,100.0,1416.0,1400-1419,AJ_Nonch,-1,53.0,44.0,3.0,100.0,1404.0,45.23,2334.0,1748.0,1742.0,1721.0,45.45,1287.0,1785.0,1726.0,1650.0,55.738,39.344,4.918,61.0,51.562,45.312,3.125,64.0,C50,B00,B12,C40,0.2689999999999999,0.4629999999999999,0.239,0.094,0.132,0.774,320.0,50.0,46.774,3.226,62.0,58.73,39.683,1.587,63.0,A20,A10,B31,D02,0.485,0.324,0.191,0.315,0.556,0.13,221.0,1
walterMartin,42.0,49.0,9.0,100.0,941.0,940-959,Largas97,-1,53.0,45.0,2.0,100.0,1000.0,45.14,1197.0,1383.0,1107.0,1103.0,45.25,2112.0,1221.0,1217.0,1211.0,44.444,49.206,6.349,63.0,41.935,56.452,1.6130000000000002,62.0,C20,C40,A21,B10,0.389,0.3329999999999999,0.222,0.379,0.0,0.561,270.0,64.062,35.938,0.0,64.0,44.262,52.459,3.279,61.0,D00,C44,B30,B20,0.382,0.412,0.206,0.182,0.709,0.091,192.0,1
DarkQueen1988,52.0,44.0,4.0,100.0,1634.0,1620-1639,Asseh,1,46.0,53.0,1.0,100.0,1730.0,64.16,952.0,1729.0,1722.0,1688.0,45.06,1036.0,1986.0,1976.0,1975.0,52.941,44.118,2.9410000000000003,34.0,51.648,42.857,5.495,91.0,B02,A40,A53,D01,0.185,0.354,0.431,0.481,0.352,0.148,258.0,55.556,39.683,4.762,63.0,50.0,48.387,1.613,62.0,B01,B50,C00,D01,0.318,0.47,0.197,0.127,0.255,0.618,287.0,1
okta_r,55.0,42.0,3.0,100.0,1639.0,1620-1639,kameroon,-1,51.0,47.0,2.0,100.0,1524.0,45.74,756.0,1903.0,1892.0,1885.0,45.09,2931.0,1650.0,1647.0,1627.0,50.0,50.0,0.0,62.0,49.206,49.206,1.587,63.0,B30,B20,A35,C70,0.1939999999999999,0.597,0.145,0.3229999999999999,0.452,0.21,579.0,47.619,49.206,3.175,63.0,46.774,50.0,3.226,62.0,C00,C01,D01,B07,0.254,0.576,0.153,0.613,0.274,0.113,613.0,1
cmcky,50.0,45.0,5.0,100.0,1119.0,1100-1119,Caballo_marihuanero,1,47.0,48.0,5.0,100.0,1201.0,45.52,1225.0,1250.0,1249.0,1230.0,45.06,694.0,1436.0,1400.0,1383.0,51.562,46.875,1.5619999999999998,64.0,42.623000000000005,57.377,0.0,61.0,D20,D06,B57,B33,0.322,0.492,0.136,0.4,0.523,0.077,516.0,47.541,49.18,3.279,61.0,40.625,53.125,6.25,64.0,C00,A40,B40,A01,0.273,0.509,0.2,0.266,0.656,0.047,514.0,1
MrDood131313,41.0,56.0,2.0,100.0,1625.0,1620-1639,fathoni,-1,45.0,54.0,1.0,100.0,1549.0,73.15,187.0,1814.0,1811.0,1801.0,45.09,5604.0,1839.0,1766.0,1738.0,43.548,53.226000000000006,3.2260000000000004,62.0,44.444,50.794,4.762,63.0,B30,C54,A48,B31,0.345,0.527,0.127,0.308,0.677,0.015,310.0,55.738,44.262,0.0,61.0,37.5,60.938,1.562,64.0,C40,C50,D02,B40,0.379,0.483,0.103,0.015,0.773,0.152,301.0,1
neobobfisher,0.0,66.0,33.0,9.0,2059.0,2040-2059,KleoKrings,-1,,,,,1982.0,45.06,11475.0,2471.0,2396.0,2328.0,74.22,6535.0,2231.0,2228.0,2211.0,50.0,46.774,3.2260000000000004,62.0,41.27,50.794,7.937,63.0,A01,C01,B10,A02,0.193,0.596,0.211,0.1639999999999999,0.475,0.361,358.0,59.375,31.25,9.375,64.0,44.262,52.459,3.279,61.0,B00,D00,A06,D02,0.185,0.569,0.246,0.154,0.827,0.019,319.0,0
Nez296,41.0,50.0,8.0,36.0,1482.0,1480-1499,kingvitiate,-1,52.0,46.0,2.0,100.0,1252.0,56.34,1964.0,2370.0,2238.0,2163.0,128.76,14.0,1159.0,1116.0,1042.0,37.879,60.606,1.515,66.0,30.508000000000003,62.712,6.78,59.0,A40,D00,D07,C77,0.349,0.233,0.349,0.416,0.377,0.182,237.0,50.0,50.0,0.0,4.0,70.0,30.0,0.0,10.0,C47,D00,D00,D20,0.333,0.556,0.0,0.6,0.4,0.0,365.0,0
Vagner_Aleks,59.0,36.0,5.0,100.0,1648.0,1640-1659,therofirefighter,1,56.0,39.0,5.0,100.0,1788.0,45.2,6238.0,2008.0,1775.0,1752.0,45.14,18137.0,1977.0,1955.0,1946.0,50.82,45.902,3.279,61.0,54.688,42.188,3.125,64.0,B23,C50,C49,C21,0.1669999999999999,0.5760000000000001,0.2269999999999999,0.327,0.109,0.564,417.0,61.29,33.871,4.839,62.0,49.206,46.032,4.762,63.0,D02,A40,D15,B12,0.101,0.652,0.217,0.12,0.86,0.02,353.0,1
Deadlie,43.0,47.0,10.0,100.0,1871.0,1860-1879,aydinyigit,1,43.0,52.0,4.0,69.0,1754.0,45.38,5897.0,2116.0,2109.0,2064.0,45.08,5906.0,2297.0,2277.0,2269.0,46.875,43.75,9.375,64.0,40.984,55.738,3.279,61.0,B01,C50,D53,C45,0.145,0.509,0.327,0.177,0.823,0.0,219.0,46.667,51.667,1.667,60.0,40.0,55.385,4.615,65.0,B30,B20,D02,C02,0.296,0.444,0.241,0.194,0.687,0.119,222.0,1
Sabath,54.0,43.0,3.0,100.0,1834.0,1820-1839,SignoraCapocci,-1,49.0,49.0,2.0,100.0,1815.0,45.04,2603.0,1929.0,1916.0,1904.0,45.05,972.0,1943.0,1936.0,1931.0,45.161,48.387,6.452000000000001,62.0,39.683,60.317,0.0,63.0,C41,B01,C22,A03,0.358,0.472,0.151,0.382,0.397,0.206,242.0,57.143,38.095,4.762,63.0,46.774,51.613,1.613,62.0,C50,C25,B00,B56,0.323,0.431,0.231,0.107,0.268,0.625,285.0,1
